sqft,bedrooms,age_years,neighborhood,garage,lot_size,SalePrice
1975.0,3,93,west,False,7043.0,221300.0
1608.0,2,12,north,True,5571.0,293000.0
1950.0,4,45,center,True,1684.0,436900.0
2137.0,5,9,center,True,6209.0,434800.0
1558.0,3,82,west,True,,186600.0
972.0,2,99,center,False,6915.0,118000.0
2593.0,4,86,south,False,6031.0,307800.0
2384.0,4,99,west,True,5255.0,292200.0
950.0,3,33,west,True,7154.0,153700.0
1903.0,3,27,west,False,,268900.0
2416.0,4,85,west,True,,370500.0
2354.0,3,65,north,False,3807.0,296600.0
1384.0,4,37,center,False,,280100.0
2389.0,3,21,west,True,5078.0,356300.0
1809.0,2,2,north,False,,305700.0
2033.0,4,3,west,True,2109.0,329700.0
1248.0,2,69,center,True,,209000.0
400.0,1,26,north,True,7085.0,55700.0
1334.0,3,82,center,False,7407.0,229700.0
2122.0,3,84,south,True,5939.0,262100.0
1677.0,2,45,south,True,1679.0,118700.0
2190.0,3,29,east,True,,350100.0
2464.0,5,17,west,False,9168.0,445000.0
1602.0,3,25,north,False,4322.0,215600.0
1543.0,2,61,south,True,5148.0,159100.0
488.0,1,75,center,True,7613.0,78100.0
871.0,1,73,south,True,7666.0,80600.0
996.0,1,95,south,False,8194.0,97900.0
2134.0,3,65,west,True,8029.0,292400.0
1608.0,3,50,south,False,2936.0,129200.0
1479.0,3,35,north,False,,263700.0
1411.0,2,33,east,False,,200600.0
1333.0,3,36,north,True,,242800.0
2354.0,5,87,south,False,6732.0,217200.0
1856.0,2,54,west,True,5739.0,214800.0
2395.0,4,22,west,False,5128.0,362100.0
484.0,1,19,center,True,5516.0,121100.0
2120.0,4,2,center,False,3756.0,488000.0
1510.0,1,84,north,True,4553.0,168800.0
1631.0,2,21,east,False,5866.0,215500.0
2612.0,4,10,north,True,5903.0,514800.0
1566.0,2,28,center,False,7135.0,290900.0
2095.0,3,48,north,True,5430.0,339200.0
1189.0,3,95,west,True,9352.0,106100.0
1822.0,3,85,north,True,8460.0,259500.0
845.0,1,17,north,False,4995.0,109200.0
1766.0,3,52,center,False,6396.0,310100.0
2031.0,5,82,north,False,,285200.0
2464.0,4,76,east,True,4719.0,296700.0
1309.0,2,46,east,False,4505.0,152100.0
1483.0,2,23,west,True,,227200.0
1414.0,3,78,center,True,7383.0,286200.0
1648.0,2,44,east,False,8148.0,194900.0
1222.0,1,23,west,True,6631.0,145200.0
506.0,1,71,center,True,5490.0,50900.0
1174.0,2,88,north,False,3316.0,112000.0
1771.0,3,88,east,True,6274.0,156100.0
1711.0,2,93,south,False,8464.0,180400.0
2131.0,3,64,center,True,8488.0,397300.0
2305.0,4,76,west,False,8142.0,309400.0
1530.0,2,24,west,True,7574.0,172100.0
849.0,1,32,north,False,10422.0,104900.0
2042.0,4,14,center,False,2897.0,386900.0
1794.0,2,8,north,False,6462.0,299100.0
1645.0,3,84,east,True,4126.0,185600.0
2532.0,3,45,west,False,9105.0,362100.0
2070.0,3,55,center,True,4895.0,373500.0
1874.0,3,8,south,True,8017.0,226200.0
1898.0,4,18,south,True,5101.0,242800.0
2310.0,2,7,north,True,,394500.0
1386.0,2,48,west,False,5783.0,165000.0
1272.0,2,58,north,True,5972.0,150000.0
1660.0,4,12,west,False,6667.0,237000.0
1093.0,3,70,north,False,7839.0,122900.0
1773.0,3,10,east,True,5781.0,248300.0
1858.0,4,83,east,True,7783.0,190900.0
1759.0,3,91,east,True,8076.0,181700.0
1583.0,3,64,south,True,5166.0,196500.0
2792.0,5,54,north,True,9770.0,435100.0
2364.0,3,73,west,False,7490.0,280200.0
1742.0,3,24,center,False,5137.0,292100.0
1856.0,3,92,south,True,7228.0,223900.0
2626.0,4,88,east,True,8077.0,352300.0
1449.0,3,69,north,False,7179.0,206000.0
1221.0,1,99,north,False,6404.0,156300.0
1936.0,3,30,south,False,1000.0,251000.0
2048.0,4,88,west,False,4065.0,254900.0
2093.0,3,3,west,True,7357.0,295500.0
2297.0,3,74,west,False,4026.0,348100.0
1360.0,1,28,north,True,7028.0,196100.0
955.0,2,96,north,True,7769.0,81200.0
1449.0,3,56,south,False,5775.0,155900.0
2149.0,4,19,south,True,2471.0,280200.0
1247.0,2,31,east,False,,177300.0
640.0,1,87,east,False,7370.0,38100.0
1887.0,3,80,north,False,,247900.0
1460.0,2,35,center,True,1837.0,278300.0
764.0,1,26,west,True,6162.0,112400.0
1845.0,4,3,south,False,3065.0,236300.0
1568.0,1,12,west,True,6181.0,266800.0
2806.0,3,3,south,True,5686.0,369900.0
1853.0,3,32,north,True,10721.0,335100.0
2152.0,3,18,west,False,4922.0,288600.0
1790.0,3,2,north,False,,325100.0
1441.0,3,77,south,False,,114900.0
1507.0,3,87,south,False,5610.0,121700.0
2449.0,3,89,center,False,6238.0,462300.0
2249.0,3,83,east,True,6001.0,263400.0
907.0,2,12,west,True,,201400.0
1051.0,2,16,center,True,4339.0,223000.0
1084.0,2,84,center,False,,144900.0
2436.0,4,1,west,True,3723.0,397600.0
761.0,2,75,south,False,4999.0,41100.0
2272.0,5,12,east,False,5609.0,360000.0
2039.0,3,5,north,True,6324.0,340000.0
1888.0,3,78,east,True,6887.0,231800.0
1516.0,2,73,east,True,,172600.0
2513.0,4,8,center,False,4462.0,524400.0
1868.0,2,3,north,True,6851.0,341900.0
933.0,1,88,west,False,7582.0,30000.0
1073.0,2,26,south,True,5028.0,128400.0
813.0,1,96,north,False,4035.0,44800.0
2520.0,4,53,east,True,5107.0,303000.0
2655.0,4,97,center,False,5637.0,459100.0
2452.0,6,90,east,False,8290.0,291900.0
1714.0,3,61,north,False,,243100.0
944.0,2,10,south,True,5993.0,130800.0
1168.0,3,89,west,False,,132600.0
1207.0,2,34,south,False,5930.0,126500.0
1773.0,4,25,south,False,8828.0,265700.0
2632.0,5,57,south,True,8443.0,305700.0
2630.0,4,35,north,False,8301.0,377300.0
1507.0,2,74,west,True,,168200.0
458.0,1,26,south,True,,43800.0
1100.0,1,91,south,False,6010.0,30000.0
2513.0,4,9,south,True,7700.0,363400.0
1939.0,3,46,west,True,4421.0,266600.0
1587.0,2,96,center,True,5474.0,225800.0
1545.0,1,84,west,True,9334.0,145500.0
1349.0,3,82,east,False,7247.0,160700.0
1078.0,2,61,west,True,,145000.0
3043.0,6,56,south,True,3558.0,357000.0
2831.0,6,20,center,True,5136.0,553400.0
1307.0,2,29,west,False,6668.0,186100.0
748.0,2,57,center,True,5917.0,123700.0
1901.0,3,30,south,True,3549.0,247500.0
1712.0,3,31,north,False,7520.0,258600.0
2177.0,3,67,west,False,,284900.0
2313.0,4,70,south,False,5429.0,259400.0
1098.0,5,49,south,True,7591.0,150000.0
2568.0,5,28,west,True,10058.0,421000.0
1588.0,3,17,east,False,9051.0,267700.0
2165.0,4,26,west,False,5519.0,356500.0
1643.0,3,32,south,False,3793.0,244200.0
2353.0,4,94,north,True,,358400.0
400.0,1,32,east,True,,30000.0
2243.0,4,90,center,False,,440500.0
1301.0,1,53,east,False,5988.0,113600.0
1844.0,3,45,center,False,9124.0,411500.0
2547.0,5,26,center,True,8337.0,495600.0
1318.0,2,76,center,False,2201.0,238300.0
1224.0,2,84,east,True,8123.0,153300.0
1577.0,3,98,south,True,,149100.0
1539.0,3,82,center,True,,209800.0
1170.0,2,8,east,True,6183.0,146600.0
1864.0,3,87,south,True,6829.0,192000.0
1895.0,3,60,east,True,4412.0,252900.0
2078.0,5,51,west,True,5760.0,291400.0
1308.0,2,25,south,True,5338.0,158600.0
1234.0,2,50,center,True,7591.0,183200.0
1729.0,3,80,south,False,,215800.0
1653.0,2,58,south,False,2600.0,164900.0
1664.0,2,10,north,True,5105.0,296300.0
1376.0,2,75,center,False,4107.0,263700.0
1998.0,3,78,center,True,3412.0,328300.0
1235.0,3,67,south,True,8361.0,122100.0
1727.0,3,20,east,True,7607.0,252000.0
1616.0,3,29,west,False,4066.0,227700.0
1780.0,3,45,west,True,3461.0,269200.0
2511.0,4,86,west,False,5795.0,311200.0
1011.0,3,81,south,False,3353.0,80500.0
400.0,1,9,north,True,5516.0,54500.0
1443.0,3,6,center,False,6141.0,360500.0
1109.0,1,4,center,True,6609.0,209800.0
400.0,2,92,center,False,6680.0,36000.0
2848.0,5,86,north,False,4439.0,471000.0
2136.0,2,21,west,True,6141.0,290600.0
2200.0,3,91,south,True,,225100.0
1629.0,3,50,south,False,1806.0,158000.0
2052.0,2,31,east,True,6651.0,227300.0
1546.0,3,73,south,False,,134100.0
2289.0,3,6,east,True,8808.0,322100.0
1913.0,3,12,east,True,7634.0,265200.0
1778.0,2,25,center,True,7570.0,342600.0
1823.0,2,60,center,True,,331300.0
2679.0,4,83,west,False,6528.0,325500.0
1900.0,4,51,center,True,6750.0,372700.0
1182.0,2,43,east,False,,174400.0
2002.0,4,58,north,True,,337200.0
2093.0,3,1,center,True,7227.0,431500.0
1713.0,3,66,south,True,3172.0,203000.0
1769.0,3,80,east,True,7204.0,186100.0
1160.0,2,42,south,False,6199.0,115700.0
1858.0,2,64,center,True,8763.0,345000.0
1071.0,3,29,south,False,5174.0,120000.0
1650.0,2,93,west,True,6355.0,151500.0
1398.0,3,18,west,False,6683.0,231100.0
2390.0,4,13,east,True,1000.0,329500.0
2730.0,4,93,east,False,5291.0,321600.0
1113.0,2,50,north,True,6173.0,180100.0
1797.0,4,40,center,True,1287.0,365300.0
1614.0,3,81,south,False,7348.0,160400.0
2079.0,4,28,south,False,6172.0,225900.0
1858.0,4,29,south,True,6160.0,204600.0
1568.0,1,5,south,False,7442.0,210900.0
1856.0,2,51,west,True,5178.0,263400.0
1671.0,2,75,east,True,6087.0,194400.0
2753.0,6,98,center,False,7730.0,497200.0
1324.0,3,52,center,False,6111.0,228800.0
1954.0,2,7,south,True,2312.0,258900.0
2106.0,3,19,center,False,6103.0,395000.0
2063.0,2,28,west,False,6128.0,299300.0
1621.0,3,89,center,True,7801.0,237300.0
2621.0,5,58,north,True,5314.0,384700.0
547.0,2,93,east,True,4044.0,30000.0
1144.0,2,84,west,True,4051.0,129000.0
2198.0,3,88,south,True,8885.0,233400.0
1272.0,2,27,west,False,6579.0,151300.0
1237.0,3,56,west,True,,109000.0
1520.0,4,6,north,True,9073.0,265800.0
1329.0,1,37,center,True,,197000.0
2182.0,5,31,center,True,4360.0,465700.0
2343.0,4,16,south,False,5745.0,278900.0
1853.0,4,6,north,False,7229.0,376800.0
2433.0,4,37,north,True,3197.0,367800.0
968.0,3,7,north,True,6910.0,180700.0
1846.0,3,61,north,True,6808.0,252400.0
2609.0,4,27,south,True,3749.0,326800.0
2386.0,4,22,west,False,3819.0,364900.0
2662.0,5,11,west,False,6889.0,437000.0
1446.0,2,46,east,False,,204700.0
2350.0,2,16,west,True,5410.0,367900.0
1544.0,2,57,north,False,6659.0,245100.0
2157.0,4,98,center,True,4790.0,363000.0
2587.0,4,73,north,True,6473.0,404700.0
1324.0,2,11,south,True,4749.0,161500.0
687.0,2,9,west,False,5482.0,130500.0
2909.0,3,87,north,False,10898.0,428300.0
2093.0,4,86,east,False,6214.0,265000.0
1736.0,3,36,center,True,,345000.0
1703.0,5,45,south,False,7286.0,225100.0
542.0,1,37,west,True,8259.0,36500.0
1925.0,4,58,west,False,,223100.0
1482.0,3,20,north,True,5646.0,268300.0
1831.0,3,94,north,False,,275500.0
1818.0,4,40,north,True,4214.0,285100.0
400.0,1,16,north,True,5621.0,78500.0
2094.0,3,30,east,True,5266.0,248700.0
1913.0,4,88,south,True,4884.0,178000.0
1994.0,4,28,east,True,,283800.0
1690.0,3,80,south,False,7842.0,123100.0
1829.0,3,76,south,True,8534.0,149200.0
1904.0,4,99,north,False,4423.0,258900.0
1965.0,4,15,west,True,4158.0,287600.0
2085.0,3,39,north,False,6155.0,319200.0
1970.0,3,84,center,False,6830.0,336600.0
2910.0,5,12,north,False,6143.0,463500.0
1364.0,3,3,center,True,6694.0,283400.0
1575.0,2,1,west,True,9170.0,245100.0
2816.0,4,8,center,True,5563.0,569300.0
1707.0,3,79,center,False,7614.0,284900.0
2359.0,4,34,east,True,7036.0,323900.0
1881.0,4,13,north,True,6191.0,340500.0
1663.0,2,70,west,False,7522.0,201100.0
2392.0,4,30,west,False,4464.0,306600.0
2111.0,3,13,center,True,4062.0,402200.0
880.0,1,98,south,True,6866.0,62100.0
1904.0,2,58,center,False,2724.0,332000.0
1203.0,1,44,center,False,7023.0,211200.0
2563.0,4,92,west,False,3744.0,379000.0
2852.0,4,23,south,True,9036.0,381000.0
2924.0,4,58,south,False,5207.0,292700.0
2015.0,5,75,north,True,8906.0,333600.0
1523.0,4,0,center,True,,332100.0
1993.0,3,27,east,True,,286600.0
1236.0,1,9,south,True,7732.0,163000.0
3207.0,6,53,north,True,6586.0,539600.0
2517.0,3,68,east,True,5867.0,317300.0
1983.0,2,15,north,True,5192.0,288200.0
2398.0,4,14,center,True,,502500.0
1505.0,1,46,south,False,,125500.0
1135.0,2,39,east,False,2649.0,186000.0
472.0,1,10,west,False,,58700.0
1850.0,3,68,west,False,8354.0,236800.0
1675.0,4,77,north,False,8204.0,217900.0
2112.0,3,42,north,True,4155.0,338400.0
1808.0,3,36,south,False,2495.0,228100.0
2084.0,3,16,west,True,8545.0,297800.0
2287.0,3,31,center,True,3906.0,464600.0
924.0,1,50,center,False,5018.0,153800.0
2321.0,4,99,south,True,6192.0,234300.0
1556.0,1,18,west,True,3855.0,205200.0
2111.0,3,82,north,False,7849.0,355600.0
2413.0,4,50,north,True,6042.0,407700.0
2417.0,5,55,east,True,4236.0,343600.0
1877.0,3,30,north,False,4412.0,328900.0
1907.0,3,94,north,False,8594.0,262000.0
2335.0,3,6,center,False,5442.0,474300.0
899.0,2,21,center,True,7229.0,109200.0
1229.0,1,31,west,False,5980.0,134100.0
1632.0,2,57,south,False,,226600.0
1000.0,3,42,north,False,7494.0,175400.0
1637.0,3,92,north,True,8148.0,216600.0
1604.0,3,18,east,True,,189700.0
1852.0,4,56,center,True,2199.0,366100.0
1766.0,3,48,east,False,1000.0,221300.0
2442.0,3,30,center,True,,503000.0
2144.0,4,2,center,False,4801.0,424800.0
1757.0,3,81,west,True,3140.0,201500.0
1600.0,2,20,north,True,,280100.0
1771.0,2,13,south,True,5101.0,273600.0
1782.0,3,57,south,False,3448.0,180100.0
3311.0,4,15,east,False,5834.0,454800.0
925.0,1,63,west,True,7133.0,118900.0
1244.0,2,73,center,True,6350.0,172000.0
1156.0,2,22,center,True,6365.0,196800.0
1962.0,4,6,east,True,6887.0,301400.0
1938.0,4,9,center,True,2617.0,457400.0
1456.0,2,5,center,True,5897.0,279600.0
2338.0,5,48,north,True,6480.0,363100.0
2022.0,3,37,west,False,,291500.0
2363.0,5,77,east,True,4341.0,288300.0
2522.0,4,39,center,True,4508.0,455300.0
521.0,1,65,center,True,5413.0,78600.0
2211.0,4,46,north,True,7829.0,352700.0
1026.0,2,42,west,True,9054.0,139500.0
1950.0,4,74,center,True,,352100.0
1756.0,3,50,west,True,2879.0,276200.0
1782.0,5,56,center,False,,328400.0
1077.0,2,45,west,True,7315.0,108600.0
2418.0,5,71,west,False,8601.0,372500.0
1026.0,1,30,center,True,,133800.0
2250.0,4,4,center,False,6367.0,468600.0
941.0,2,42,north,False,3736.0,129800.0
1789.0,4,31,west,True,6553.0,260700.0
2883.0,5,89,south,True,4713.0,282600.0
3217.0,3,96,east,True,6366.0,367000.0
829.0,1,21,west,True,3576.0,136500.0
1377.0,2,42,west,False,2732.0,217600.0
1486.0,2,43,north,True,,210400.0
3153.0,5,22,center,False,6139.0,622600.0
1759.0,4,0,west,False,10269.0,239200.0
2445.0,4,99,west,False,9018.0,331100.0
1980.0,3,65,west,True,2729.0,285000.0
1080.0,1,41,east,False,6724.0,55800.0
684.0,2,18,south,True,3411.0,30000.0
1432.0,2,47,east,False,5408.0,179900.0
3190.0,5,27,south,True,2230.0,416800.0
1955.0,5,22,center,True,2852.0,391400.0
2433.0,4,95,north,True,4290.0,344600.0
949.0,1,65,north,True,4909.0,103400.0
1605.0,3,30,west,True,6078.0,232400.0
2267.0,2,20,west,False,,311500.0
1145.0,1,76,east,True,6299.0,107100.0
1762.0,3,60,east,False,8272.0,201200.0
1272.0,2,85,north,False,,132900.0
2296.0,4,75,center,False,5865.0,378300.0
2039.0,3,40,center,False,6683.0,391500.0
2210.0,4,65,south,False,3130.0,269800.0
2323.0,2,38,north,True,,354800.0
1663.0,3,9,east,True,,235900.0
2402.0,4,3,south,True,9104.0,355200.0
1446.0,3,7,north,True,7542.0,273600.0
2175.0,3,91,north,False,,344400.0
617.0,1,84,west,True,,86800.0
1352.0,2,39,south,False,5996.0,152700.0
3189.0,6,90,west,True,,407400.0
2167.0,3,73,south,False,4116.0,219900.0
2167.0,4,13,west,True,9503.0,349000.0
1306.0,3,22,south,True,6207.0,199900.0
1143.0,1,37,east,False,3770.0,112100.0
1641.0,3,80,west,True,7033.0,203500.0
1760.0,2,65,south,False,6686.0,162600.0
2949.0,4,39,center,True,5341.0,582300.0
2411.0,5,83,west,False,4204.0,316200.0
1865.0,3,32,south,False,7471.0,236700.0
1839.0,3,90,center,False,7892.0,366200.0
2255.0,3,72,east,True,6645.0,290600.0
1009.0,2,69,west,False,6143.0,95400.0
647.0,1,8,south,True,4435.0,66200.0
2246.0,4,14,north,True,,374600.0
1843.0,3,98,east,False,4731.0,177400.0
1013.0,3,76,east,True,3455.0,102000.0
543.0,1,25,west,False,8251.0,30000.0
2336.0,4,85,west,True,3940.0,297100.0
1487.0,3,30,west,True,2206.0,210700.0
2040.0,3,35,east,False,8618.0,248700.0
1642.0,3,30,north,False,2511.0,252400.0
1779.0,3,49,east,False,5221.0,257300.0
1445.0,2,76,center,False,3809.0,271600.0
1754.0,3,16,center,True,4552.0,344100.0
2146.0,4,96,north,False,10448.0,310400.0
1635.0,3,30,center,True,5797.0,284600.0
1600.0,2,96,north,True,6720.0,189800.0
2165.0,4,86,north,False,7581.0,314200.0
2205.0,3,54,north,True,4706.0,373800.0
1118.0,2,8,east,False,8150.0,192700.0
1783.0,2,57,north,True,6752.0,263800.0
1486.0,4,76,west,True,7508.0,159300.0
1808.0,5,98,east,False,4550.0,238200.0
2660.0,4,9,center,True,6888.0,542900.0
2015.0,4,74,south,True,5982.0,228900.0
3099.0,6,29,south,True,8260.0,398900.0
1932.0,2,74,east,False,4919.0,275900.0
1700.0,1,58,north,True,10064.0,223800.0
1788.0,4,86,east,True,,228900.0
1886.0,3,0,east,True,,281600.0
1994.0,3,50,west,False,5516.0,288300.0
1205.0,2,67,east,False,,168600.0
1660.0,2,37,north,False,4743.0,204200.0
1365.0,5,31,south,True,7333.0,172600.0
2418.0,4,32,north,True,,371000.0
645.0,1,74,center,False,9887.0,87600.0
1894.0,4,20,east,True,5133.0,291200.0
889.0,3,97,south,True,5759.0,39000.0
2059.0,4,20,south,False,,253500.0
1561.0,2,41,north,True,9738.0,239900.0
710.0,1,99,east,True,3109.0,30000.0
2365.0,2,2,north,True,6187.0,407000.0
400.0,1,33,west,True,6626.0,30000.0
1781.0,3,84,south,False,3744.0,193200.0
2215.0,4,31,north,True,11286.0,327700.0
2626.0,6,27,north,True,4139.0,427500.0
834.0,2,0,north,True,6067.0,128800.0
1490.0,3,14,south,True,9368.0,186300.0
2450.0,4,19,north,False,5250.0,443500.0
2491.0,5,87,north,False,6287.0,387600.0
2568.0,4,54,south,True,5310.0,292200.0
3337.0,6,23,east,True,5893.0,475100.0
1495.0,3,80,south,True,8163.0,163700.0
2023.0,4,60,east,True,5157.0,231200.0
1592.0,1,31,east,False,,207600.0
615.0,2,25,east,False,5934.0,62500.0
1746.0,3,22,north,True,6126.0,281200.0
603.0,2,71,center,False,6391.0,95500.0
1488.0,3,71,north,False,5633.0,187000.0
919.0,2,64,center,False,4275.0,169300.0
2063.0,4,44,south,False,5510.0,302800.0
1333.0,2,50,east,False,9530.0,175100.0
729.0,2,89,north,True,5916.0,57000.0
2319.0,3,55,south,True,,295600.0
1438.0,3,61,center,False,,229700.0
1541.0,3,22,west,True,5417.0,266600.0
1213.0,2,45,west,False,,137100.0
2489.0,4,2,south,True,,389900.0
1962.0,3,46,center,True,2888.0,357600.0
1432.0,2,80,west,False,6745.0,177300.0
652.0,1,67,south,True,,30000.0
3306.0,6,88,west,True,,450200.0
2988.0,3,34,south,True,1310.0,341800.0
2666.0,5,77,north,False,1954.0,367300.0
1378.0,2,73,west,True,,188400.0
1499.0,2,70,east,False,4154.0,136900.0
2040.0,2,79,north,True,4714.0,265000.0
1264.0,2,47,center,False,5151.0,207100.0
1206.0,2,34,west,True,3894.0,192200.0
2675.0,5,58,east,False,3549.0,385200.0
1767.0,2,38,center,True,,369200.0
1128.0,1,69,west,True,2188.0,99300.0
2372.0,3,86,center,True,,460300.0
1456.0,3,2,west,False,4665.0,211900.0
612.0,2,62,north,False,5953.0,42500.0
1119.0,2,42,east,True,10774.0,118400.0
1490.0,2,10,east,True,4036.0,197800.0
1932.0,3,22,south,False,6813.0,241500.0
1903.0,3,82,south,False,6442.0,171100.0
2537.0,5,36,east,False,7120.0,363500.0
1658.0,2,8,east,True,5573.0,174600.0
1521.0,1,74,north,True,8883.0,202500.0
2547.0,5,23,east,True,7371.0,342300.0
2387.0,5,36,east,True,7402.0,319600.0
1672.0,3,19,center,False,3172.0,322200.0
1975.0,3,73,north,True,,306100.0
1515.0,1,91,east,True,,160700.0
1103.0,1,97,center,True,4277.0,146600.0
3118.0,4,7,south,True,4747.0,394100.0
1475.0,2,92,west,False,5888.0,177200.0
1977.0,3,63,south,False,6914.0,261500.0
891.0,2,82,north,False,7963.0,90700.0
2242.0,4,7,west,True,,310700.0
1076.0,3,85,west,False,6585.0,90800.0
2807.0,5,32,center,False,6111.0,581800.0
2878.0,5,39,west,False,5351.0,414400.0
2139.0,3,89,south,True,5505.0,195100.0
1869.0,2,73,west,True,4439.0,209400.0
1688.0,4,51,north,False,5143.0,260000.0
1771.0,2,66,south,False,6708.0,144700.0
2046.0,2,35,south,True,9081.0,242000.0
1854.0,3,98,east,False,5701.0,203000.0
2389.0,3,6,west,False,4385.0,357300.0
1249.0,2,57,east,False,7939.0,116300.0
2717.0,4,4,north,True,1995.0,490600.0
1546.0,3,42,south,False,8086.0,145200.0
1352.0,3,50,north,False,3134.0,202400.0
2018.0,4,83,east,True,7314.0,259400.0
2056.0,4,93,west,False,5048.0,258000.0
758.0,1,74,south,True,6642.0,73200.0
1511.0,2,96,east,True,10166.0,120100.0
497.0,1,12,center,False,4324.0,76300.0
1395.0,4,52,north,True,3999.0,197000.0
1420.0,2,59,center,True,6156.0,332600.0
1978.0,3,7,south,False,9051.0,274300.0
1327.0,3,59,south,False,6358.0,154400.0
1469.0,3,4,west,False,,248500.0
2582.0,4,63,south,True,6338.0,300800.0
3039.0,6,22,east,False,3991.0,471700.0
1247.0,2,94,south,True,6358.0,47000.0
2412.0,4,32,north,True,5214.0,399300.0
2033.0,4,60,center,True,,394400.0
757.0,1,60,north,True,,107400.0
1325.0,2,87,north,False,3353.0,130100.0
400.0,2,33,center,True,5434.0,37500.0
1994.0,3,35,west,False,7056.0,260600.0
1154.0,3,68,south,False,4037.0,120800.0
1880.0,3,5,center,True,3841.0,405100.0
3343.0,7,55,west,False,5076.0,468700.0
2756.0,4,37,south,False,6689.0,389600.0
1340.0,2,97,north,True,8074.0,160700.0
1195.0,3,53,west,True,6464.0,155000.0
2576.0,6,77,west,False,,349600.0
1197.0,3,83,east,True,4646.0,142400.0
2395.0,3,14,south,False,7481.0,318900.0
3442.0,6,63,south,True,3782.0,465700.0
2205.0,4,67,south,True,9222.0,217200.0
2510.0,3,44,center,True,8719.0,449400.0
2441.0,5,19,south,True,7423.0,302500.0
1466.0,2,46,east,False,2527.0,195900.0
1974.0,2,5,west,False,,291400.0
1226.0,1,99,north,True,4362.0,159900.0
2574.0,6,8,east,False,6907.0,380600.0
1149.0,2,14,west,True,3091.0,198200.0
2221.0,3,13,east,False,,300300.0
2479.0,3,20,west,True,,400400.0
1505.0,4,18,east,True,,254300.0
1367.0,1,62,west,False,7185.0,146300.0
1698.0,2,11,center,False,5897.0,357300.0
1265.0,2,70,south,True,5590.0,122000.0
1894.0,3,40,south,True,7474.0,237400.0
1250.0,3,39,west,False,9808.0,203400.0
1293.0,2,50,north,True,,207700.0
2128.0,5,3,south,False,2388.0,306800.0
2171.0,3,50,north,True,2883.0,349800.0
1624.0,2,52,east,True,6138.0,168100.0
812.0,1,74,north,True,8053.0,78800.0
2503.0,4,14,south,True,6269.0,300400.0
1531.0,2,5,east,False,7023.0,223700.0
3037.0,6,5,west,False,5882.0,509500.0
1721.0,2,95,east,True,7924.0,179100.0
1881.0,3,34,center,True,,306100.0
1541.0,2,23,west,True,3961.0,196600.0
1946.0,2,13,north,False,6896.0,335200.0
3886.0,7,25,west,True,2915.0,584400.0
1591.0,4,43,north,True,6896.0,267700.0
2566.0,5,96,north,False,5435.0,341400.0
1854.0,2,76,west,False,6321.0,236800.0
2504.0,3,85,east,False,6648.0,314600.0
641.0,3,4,south,True,,113300.0
2967.0,5,57,north,True,8835.0,452600.0
2005.0,2,49,south,True,6068.0,245900.0
1639.0,4,19,west,False,6378.0,288300.0
2342.0,4,49,east,True,8660.0,257700.0
1886.0,4,58,north,True,9794.0,286100.0
1111.0,1,0,east,True,5965.0,118200.0
400.0,1,98,south,True,4976.0,30000.0
2896.0,6,73,north,True,5075.0,430000.0
1666.0,2,92,north,False,6901.0,209600.0
1432.0,3,8,west,True,5593.0,232800.0
1479.0,1,6,north,False,,266900.0
2679.0,4,93,north,False,8246.0,394200.0
1506.0,4,93,center,True,7631.0,267400.0
2187.0,3,63,center,True,8293.0,380500.0
1599.0,3,20,east,False,,253300.0
1047.0,2,28,west,True,6381.0,62300.0
2341.0,4,79,north,True,6521.0,381200.0
2462.0,4,92,north,True,8013.0,386300.0
1392.0,2,67,south,True,3570.0,152600.0
1777.0,3,40,west,False,5295.0,305300.0
1858.0,3,82,north,False,5881.0,210900.0
2067.0,2,26,west,True,7844.0,318700.0
2983.0,6,12,north,True,,516000.0
1606.0,2,38,center,True,4576.0,310900.0
1602.0,2,46,south,True,5138.0,148400.0
1695.0,2,61,west,False,6939.0,225300.0
1235.0,1,68,west,False,5863.0,144500.0
767.0,1,72,south,False,3099.0,30000.0
1880.0,2,20,west,True,,274300.0
2116.0,4,66,west,True,6273.0,251700.0
1801.0,4,4,east,False,6340.0,263600.0
1762.0,3,92,west,True,,229700.0
1261.0,1,44,south,True,5059.0,155100.0
1951.0,3,95,west,False,7575.0,250900.0
1902.0,3,86,west,False,6738.0,255500.0
2085.0,2,19,east,True,6670.0,316200.0
1994.0,2,11,west,False,6741.0,284200.0
2036.0,2,91,center,True,9195.0,358000.0
2591.0,4,49,west,True,3951.0,396600.0
2143.0,5,10,south,True,5158.0,255700.0
2088.0,2,60,south,True,5327.0,193600.0
754.0,2,95,center,True,,50700.0
2432.0,4,60,center,False,,419800.0
1621.0,2,25,south,True,4415.0,170400.0
1848.0,4,33,west,True,5788.0,257700.0
1036.0,3,26,north,False,6209.0,202900.0
3054.0,5,53,west,True,8393.0,429800.0
400.0,1,42,south,False,,30000.0
2693.0,5,34,south,False,4625.0,345300.0
2055.0,3,18,center,True,4180.0,412000.0
657.0,1,2,north,True,5311.0,92300.0
3022.0,6,82,west,True,11127.0,403000.0
2108.0,5,80,east,False,,288100.0
400.0,1,12,east,True,,30000.0
1547.0,3,22,east,False,5999.0,176200.0
2121.0,3,43,center,True,6275.0,421800.0
2828.0,6,59,east,True,7573.0,370400.0
1554.0,5,90,south,True,7125.0,189900.0
400.0,2,69,north,True,6698.0,30000.0
2675.0,5,63,south,True,,313200.0
2099.0,4,74,north,False,5295.0,326800.0
