customer_id,tenure_months,monthly_charges,contract,payment_method,support_tickets,has_streaming,last_login_days,refund_issued,Churn
100477,2,40.95,month-to-month,bank,3,False,,0,No
100478,48,53.07,month-to-month,paypal,3,False,19.0,0,No
100479,8,49.96,month-to-month,check,1,False,2.0,1,Yes
100480,21,38.13,two-year,bank,1,True,0.0,0,No
100481,59,72.37,month-to-month,check,1,False,5.0,0,No
100482,18,39.3,two-year,check,0,True,1.0,0,No
100483,57,15.49,month-to-month,card,2,False,6.0,0,No
100484,33,60.51,two-year,card,8,False,3.0,1,Yes
100485,17,24.93,month-to-month,bank,4,False,,0,No
100486,24,51.2,month-to-month,card,2,True,2.0,0,No
100487,38,47.27,one-year,bank,4,True,5.0,0,No
100488,55,48.22,month-to-month,bank,1,True,11.0,1,Yes
100489,44,120.02,two-year,paypal,1,False,4.0,1,Yes
100490,67,71.41,month-to-month,card,1,True,23.0,0,No
100491,62,76.13,month-to-month,check,0,True,24.0,0,No
100492,54,25.59,month-to-month,check,2,True,6.0,0,No
100493,43,53.65,one-year,bank,1,True,2.0,0,No
100494,21,75.38,month-to-month,paypal,0,False,25.0,1,Yes
100495,30,44.39,month-to-month,bank,0,True,5.0,1,No
100496,9,92.7,month-to-month,bank,4,False,10.0,1,Yes
100497,27,39.93,month-to-month,card,3,False,3.0,0,No
100498,66,62.84,month-to-month,bank,0,False,29.0,0,No
100499,31,55.35,two-year,card,2,False,,0,No
100500,9,74.11,month-to-month,paypal,2,False,,1,Yes
100501,47,53.99,one-year,card,0,False,,0,No
100502,69,63.23,month-to-month,paypal,0,True,,0,No
100503,62,64.1,month-to-month,card,2,False,17.0,0,No
100504,20,51.64,month-to-month,bank,0,True,1.0,0,No
100505,33,82.13,month-to-month,card,1,True,0.0,0,No
100506,38,75.96,month-to-month,bank,1,False,10.0,1,Yes
100507,18,67.78,month-to-month,check,3,False,1.0,0,No
100508,20,59.24,month-to-month,bank,1,True,16.0,0,No
100509,17,89.91,two-year,check,2,True,25.0,0,No
100510,71,64.1,month-to-month,paypal,0,True,7.0,0,No
100511,53,62.33,month-to-month,card,3,False,1.0,0,No
100512,60,72.62,month-to-month,bank,0,True,6.0,0,No
100513,58,112.41,month-to-month,check,1,False,10.0,0,No
100514,69,36.49,one-year,check,0,True,31.0,0,No
100515,8,89.25,month-to-month,card,2,False,,1,Yes
100516,63,22.67,one-year,card,3,False,0.0,0,No
100517,5,75.43,month-to-month,bank,1,False,2.0,1,Yes
100518,34,109.38,month-to-month,check,1,False,5.0,0,No
100519,43,82.22,two-year,paypal,1,True,0.0,0,No
100520,26,74.27,month-to-month,bank,0,False,3.0,0,No
100521,11,55.99,one-year,check,4,True,4.0,0,No
100522,14,70.78,month-to-month,bank,2,True,1.0,1,Yes
100523,59,63.7,two-year,card,1,True,5.0,0,No
100524,23,50.35,month-to-month,bank,2,False,3.0,0,No
100525,23,62.75,month-to-month,bank,1,False,2.0,1,Yes
100526,66,74.96,one-year,card,1,True,5.0,0,No
100527,11,50.82,month-to-month,check,3,False,12.0,0,No
100528,65,49.84,month-to-month,bank,0,True,10.0,0,No
100529,66,35.99,two-year,card,1,True,9.0,0,No
100530,43,79.77,one-year,bank,3,True,27.0,0,No
100531,12,83.63,one-year,paypal,1,False,1.0,0,No
100532,12,75.79,one-year,check,1,False,5.0,0,No
100533,21,94.13,two-year,bank,3,True,1.0,1,Yes
100534,41,72.2,two-year,paypal,0,True,22.0,0,No
100535,11,79.8,one-year,card,2,False,16.0,0,No
100536,33,77.6,month-to-month,bank,0,False,20.0,1,Yes
100537,9,67.71,month-to-month,check,0,True,6.0,0,No
100538,39,56.73,one-year,bank,3,False,5.0,0,No
100539,2,125.35,two-year,check,2,False,4.0,1,Yes
100540,51,58.7,month-to-month,check,1,False,9.0,0,No
100541,4,53.35,month-to-month,bank,2,True,10.0,1,No
100542,14,80.85,month-to-month,paypal,2,False,13.0,1,Yes
100543,13,76.3,month-to-month,paypal,0,False,4.0,0,No
100544,60,34.88,two-year,bank,1,True,19.0,0,No
100545,4,98.07,month-to-month,paypal,2,False,21.0,0,No
100546,31,67.65,one-year,check,1,False,3.0,0,No
100547,42,42.23,one-year,card,1,False,7.0,0,No
100548,37,99.72,two-year,card,3,False,11.0,0,No
100549,49,85.64,month-to-month,card,1,True,,0,No
100550,58,38.39,two-year,card,1,False,47.0,0,No
100551,28,114.43,one-year,bank,0,True,20.0,0,No
100552,59,86.47,one-year,card,3,False,4.0,0,No
100553,23,69.75,month-to-month,check,3,True,3.0,0,No
100554,70,109.76,month-to-month,bank,1,True,3.0,0,No
100555,36,73.98,one-year,check,1,False,3.0,0,No
100556,53,69.3,month-to-month,check,2,False,1.0,0,No
100557,63,53.49,month-to-month,bank,0,False,15.0,0,No
100558,57,84.55,one-year,check,1,False,0.0,0,No
100559,61,81.92,one-year,paypal,5,True,2.0,0,No
100560,39,70.37,month-to-month,bank,1,True,20.0,0,No
100561,4,50.25,month-to-month,bank,0,False,,1,Yes
100562,36,73.25,month-to-month,check,0,True,16.0,0,No
100563,13,68.26,two-year,paypal,1,False,9.0,0,No
100564,64,36.66,two-year,check,2,False,2.0,0,No
100565,17,33.2,month-to-month,paypal,3,False,4.0,0,No
100566,17,84.13,month-to-month,card,3,False,6.0,1,Yes
100567,18,15.0,month-to-month,card,2,False,14.0,1,Yes
100568,46,75.14,month-to-month,bank,4,False,2.0,1,Yes
100569,41,58.05,two-year,card,2,False,,0,No
100570,68,102.71,month-to-month,card,0,False,3.0,1,Yes
100571,30,57.66,month-to-month,card,2,True,11.0,0,No
100572,21,86.49,month-to-month,bank,2,False,9.0,0,No
100573,4,60.08,month-to-month,paypal,2,True,21.0,0,No
100574,1,72.84,two-year,paypal,0,False,3.0,0,No
100575,27,88.42,one-year,bank,0,False,9.0,1,Yes
100576,66,58.44,one-year,paypal,0,False,14.0,0,No
100577,38,94.91,month-to-month,paypal,1,True,8.0,1,Yes
100578,64,45.16,two-year,bank,1,False,10.0,0,No
100579,8,77.36,month-to-month,bank,1,True,8.0,0,No
100580,7,93.07,two-year,paypal,2,False,29.0,1,Yes
100581,60,86.5,two-year,bank,5,False,33.0,0,No
100582,8,117.91,month-to-month,bank,1,False,3.0,0,No
100583,4,50.91,two-year,paypal,5,True,7.0,1,Yes
100584,29,35.52,month-to-month,check,1,False,7.0,0,No
100585,66,45.14,one-year,bank,2,False,13.0,0,No
100586,49,86.51,month-to-month,paypal,0,False,5.0,0,No
100587,8,82.45,month-to-month,check,1,False,8.0,0,No
100588,60,72.56,month-to-month,bank,2,False,,0,No
100589,60,41.93,month-to-month,bank,2,False,10.0,0,No
100590,57,89.17,month-to-month,card,1,True,7.0,1,Yes
100591,65,39.38,month-to-month,card,1,False,10.0,0,No
100592,18,98.97,one-year,paypal,0,False,1.0,1,Yes
100593,70,141.44,month-to-month,card,0,True,8.0,0,No
100594,23,79.16,month-to-month,paypal,0,True,5.0,0,No
100595,57,84.58,two-year,card,1,False,21.0,0,No
100596,42,57.68,two-year,check,2,False,2.0,0,No
100597,56,24.74,month-to-month,check,1,False,18.0,0,No
100598,45,54.93,month-to-month,paypal,0,False,1.0,0,No
100599,46,42.68,one-year,bank,0,False,1.0,0,No
100600,44,33.82,one-year,paypal,2,False,13.0,0,No
100601,56,113.06,month-to-month,bank,2,True,2.0,1,Yes
100602,53,76.82,one-year,paypal,2,False,0.0,1,Yes
100603,10,79.49,month-to-month,card,2,False,4.0,0,No
100604,59,62.27,month-to-month,bank,2,False,6.0,0,No
100605,39,65.68,one-year,check,2,True,3.0,0,No
100606,23,94.11,one-year,check,1,False,7.0,0,No
100607,37,69.19,two-year,paypal,1,False,7.0,0,No
100608,69,83.27,month-to-month,bank,3,False,14.0,0,No
100609,61,65.1,month-to-month,check,5,False,19.0,1,Yes
100610,60,61.45,month-to-month,check,1,False,14.0,0,No
100611,33,34.83,month-to-month,paypal,1,False,13.0,0,No
100612,56,20.56,month-to-month,card,2,False,11.0,0,No
100613,28,63.46,month-to-month,card,0,True,8.0,0,No
100614,49,71.41,month-to-month,check,2,False,0.0,1,Yes
100615,46,37.85,one-year,card,1,True,13.0,0,No
100616,18,69.14,month-to-month,card,2,False,3.0,0,No
100617,19,71.34,month-to-month,check,1,False,,0,No
100618,5,16.1,one-year,bank,1,False,0.0,0,No
100619,10,47.12,month-to-month,bank,1,False,1.0,1,Yes
100620,31,80.18,two-year,bank,0,False,2.0,0,No
100621,34,79.68,month-to-month,check,1,True,1.0,0,No
100622,12,41.16,month-to-month,bank,3,False,13.0,0,No
100623,30,73.96,two-year,paypal,1,True,8.0,0,No
100624,43,95.56,one-year,card,1,False,2.0,0,No
100625,17,89.43,one-year,card,2,False,7.0,1,Yes
100626,25,67.62,one-year,card,2,False,0.0,0,No
100627,27,58.3,month-to-month,paypal,1,True,17.0,0,No
100628,36,54.27,one-year,bank,0,False,,0,No
100629,27,81.7,two-year,card,1,False,7.0,0,No
100630,53,74.88,two-year,bank,1,False,2.0,0,No
100631,24,85.74,month-to-month,check,0,False,7.0,1,Yes
100632,31,73.3,month-to-month,bank,3,False,6.0,0,No
100633,27,90.47,one-year,bank,1,False,18.0,0,No
100634,13,72.36,month-to-month,card,1,True,3.0,0,No
100635,49,89.62,month-to-month,check,4,True,21.0,0,No
100636,17,91.77,month-to-month,card,3,False,31.0,1,Yes
100637,22,49.89,month-to-month,card,1,False,6.0,1,Yes
100638,57,24.8,month-to-month,check,1,True,34.0,0,No
100639,68,108.59,month-to-month,paypal,0,True,21.0,0,No
100640,48,76.42,month-to-month,check,1,False,8.0,0,No
100641,66,27.14,month-to-month,paypal,1,True,10.0,0,No
100642,61,52.15,two-year,bank,0,False,7.0,0,No
100643,35,89.3,month-to-month,check,2,False,13.0,1,Yes
100644,55,63.01,month-to-month,bank,0,False,0.0,0,No
100645,24,57.2,month-to-month,check,2,True,,0,No
100646,33,105.02,month-to-month,paypal,1,True,0.0,0,No
100647,39,43.82,two-year,check,2,True,37.0,0,No
100648,69,50.05,two-year,card,0,True,23.0,0,No
100649,61,75.28,month-to-month,check,0,False,2.0,0,No
100650,35,79.76,month-to-month,bank,4,False,2.0,1,Yes
100651,47,82.41,month-to-month,check,2,True,5.0,0,No
100652,15,92.78,month-to-month,check,1,False,11.0,1,Yes
100653,58,74.96,month-to-month,check,4,False,10.0,0,No
100654,40,82.23,month-to-month,paypal,0,True,3.0,0,No
100655,38,63.52,month-to-month,paypal,3,True,5.0,0,No
100656,55,71.57,one-year,paypal,1,False,2.0,0,No
100657,45,72.69,month-to-month,check,3,False,2.0,0,No
100658,6,75.38,month-to-month,bank,1,False,,1,Yes
100659,21,89.31,month-to-month,card,1,True,26.0,1,Yes
100660,13,83.88,month-to-month,paypal,2,False,22.0,0,No
100661,53,71.11,month-to-month,paypal,2,True,12.0,0,No
100662,3,49.77,month-to-month,card,2,True,11.0,0,No
100663,15,71.69,month-to-month,card,1,False,,0,No
100664,43,69.3,month-to-month,check,2,False,1.0,1,Yes
100665,50,74.83,two-year,card,2,True,7.0,1,No
100666,36,125.16,two-year,card,2,True,1.0,1,Yes
100667,62,56.91,month-to-month,paypal,5,False,0.0,0,No
100668,66,80.56,month-to-month,card,4,True,2.0,0,No
100669,10,96.71,one-year,card,1,True,8.0,1,Yes
100670,68,72.45,one-year,paypal,4,True,16.0,0,No
100671,44,128.45,month-to-month,card,0,True,5.0,0,No
100672,46,60.55,month-to-month,paypal,1,False,13.0,0,No
100673,7,78.1,month-to-month,check,2,True,1.0,1,Yes
100674,45,50.03,one-year,check,0,False,4.0,0,No
100675,52,61.21,month-to-month,paypal,3,False,13.0,0,No
100676,42,76.22,month-to-month,card,0,True,3.0,0,No
100677,6,91.16,month-to-month,card,1,False,17.0,1,Yes
100678,38,77.98,month-to-month,card,2,True,0.0,0,Yes
100679,67,101.48,month-to-month,bank,2,False,,0,No
100680,52,67.63,one-year,paypal,1,False,25.0,0,No
100681,10,61.7,month-to-month,card,3,False,16.0,1,Yes
100682,69,137.6,month-to-month,bank,1,True,,0,No
100683,69,79.86,month-to-month,bank,1,False,0.0,0,No
100684,13,52.01,two-year,card,1,False,3.0,0,No
100685,57,52.64,month-to-month,bank,3,True,11.0,0,No
100686,29,46.43,month-to-month,card,0,True,7.0,0,No
100687,43,93.41,month-to-month,card,1,True,,0,No
100688,32,60.89,two-year,check,0,True,1.0,0,No
100689,56,73.18,one-year,paypal,2,True,18.0,0,No
100690,71,68.41,two-year,bank,1,False,5.0,0,No
100691,57,88.29,one-year,check,0,False,4.0,1,Yes
100692,67,48.83,month-to-month,check,2,True,6.0,0,No
100693,68,43.11,month-to-month,paypal,2,False,31.0,0,No
100694,7,75.61,month-to-month,paypal,2,False,20.0,1,Yes
100695,18,85.02,one-year,paypal,1,False,36.0,0,No
100696,52,78.31,one-year,paypal,0,False,24.0,0,No
100697,42,49.76,month-to-month,paypal,0,False,7.0,0,No
100698,4,86.94,two-year,paypal,1,False,8.0,0,No
100699,7,51.4,month-to-month,check,2,True,9.0,0,No
100700,37,56.96,month-to-month,bank,2,True,7.0,1,Yes
100701,44,46.4,month-to-month,bank,2,False,10.0,1,Yes
100702,12,102.53,two-year,check,2,True,11.0,1,Yes
100703,13,85.84,two-year,paypal,3,True,16.0,0,No
100704,10,85.12,month-to-month,paypal,1,True,6.0,1,Yes
100705,41,101.18,two-year,check,3,False,13.0,0,No
100706,1,140.32,two-year,card,5,True,7.0,0,No
100707,41,27.27,two-year,bank,3,False,33.0,0,No
100708,34,51.54,two-year,check,1,False,11.0,0,No
100709,34,54.6,month-to-month,bank,1,False,10.0,1,No
100710,49,48.73,one-year,bank,1,False,6.0,0,No
100711,38,43.06,one-year,bank,2,False,2.0,0,No
100712,52,62.51,one-year,card,3,True,1.0,1,No
100713,55,39.58,month-to-month,bank,0,True,2.0,0,No
100714,66,78.38,one-year,bank,3,False,21.0,0,No
100715,57,71.29,two-year,paypal,4,False,,0,No
100716,37,82.03,month-to-month,card,3,False,20.0,0,No
100717,35,82.69,two-year,bank,2,False,6.0,0,No
100718,17,85.08,month-to-month,paypal,1,False,17.0,0,No
100719,43,60.66,month-to-month,bank,2,True,9.0,0,No
100720,10,123.03,month-to-month,bank,1,False,10.0,0,No
100721,67,75.86,one-year,card,3,False,14.0,0,No
100722,60,23.44,one-year,check,3,False,4.0,0,No
100723,9,44.94,month-to-month,paypal,0,True,1.0,0,No
100724,56,26.49,one-year,bank,1,True,11.0,0,No
100725,9,70.43,month-to-month,bank,2,False,5.0,0,No
100726,52,66.95,month-to-month,check,3,True,8.0,0,No
100727,7,58.29,two-year,bank,0,True,12.0,1,Yes
100728,35,120.27,one-year,bank,2,False,3.0,0,No
100729,47,83.72,one-year,paypal,1,False,5.0,0,No
100730,52,88.15,one-year,bank,2,True,,0,No
100731,30,46.72,two-year,paypal,3,False,1.0,0,No
100732,66,45.02,month-to-month,bank,1,True,6.0,0,No
100733,55,70.92,month-to-month,check,2,True,12.0,0,No
100734,15,74.33,month-to-month,bank,2,False,,0,No
100735,48,23.59,one-year,check,3,False,5.0,1,No
100736,52,65.49,one-year,bank,0,True,4.0,0,No
100737,24,70.35,one-year,card,0,False,,0,No
100738,53,64.62,month-to-month,check,3,False,1.0,0,No
100739,64,49.67,month-to-month,paypal,1,False,3.0,0,No
100740,59,56.51,one-year,card,2,False,11.0,0,No
100741,55,65.58,two-year,check,2,True,,0,No
100742,46,72.27,month-to-month,check,1,True,7.0,0,No
100743,20,85.12,month-to-month,check,0,False,10.0,1,Yes
100744,57,97.02,month-to-month,card,0,False,1.0,0,No
100745,26,62.64,month-to-month,card,2,True,10.0,0,No
100746,38,58.6,month-to-month,check,2,True,,0,No
100747,23,80.94,month-to-month,check,3,True,6.0,0,No
100748,23,85.27,one-year,bank,1,True,,0,No
100749,12,59.14,month-to-month,bank,4,True,23.0,0,No
100750,69,89.76,month-to-month,check,3,False,21.0,1,Yes
100751,11,94.49,month-to-month,bank,0,True,11.0,0,No
100752,7,102.29,two-year,bank,0,False,15.0,0,No
100753,67,114.46,month-to-month,check,0,True,21.0,0,No
100754,40,48.34,month-to-month,paypal,1,True,17.0,0,No
100755,32,70.35,month-to-month,paypal,3,False,11.0,0,Yes
100756,53,70.28,one-year,card,2,True,14.0,0,No
100757,28,67.55,two-year,bank,0,True,12.0,0,No
100758,10,53.77,month-to-month,card,1,False,8.0,1,Yes
100759,52,32.86,month-to-month,paypal,2,True,7.0,0,No
100760,13,72.32,month-to-month,check,1,True,19.0,1,Yes
100761,40,50.79,one-year,card,3,False,15.0,0,No
100762,68,72.15,two-year,paypal,0,False,,0,No
100763,67,50.15,month-to-month,check,2,False,17.0,0,No
100764,26,42.51,month-to-month,card,1,True,41.0,0,No
100765,56,75.86,one-year,card,2,True,8.0,0,No
100766,44,73.77,one-year,paypal,1,False,7.0,0,No
100767,35,84.48,month-to-month,bank,3,False,6.0,1,No
100768,10,124.65,month-to-month,check,3,True,13.0,1,Yes
100769,27,76.93,month-to-month,paypal,1,False,2.0,0,No
100770,47,82.13,one-year,bank,3,False,1.0,0,No
100771,71,43.06,one-year,card,1,False,5.0,0,No
100772,1,37.83,one-year,card,3,False,31.0,0,No
100773,51,109.57,two-year,paypal,1,False,9.0,1,Yes
100774,61,46.91,month-to-month,check,1,False,14.0,0,No
100775,68,43.9,month-to-month,bank,0,True,13.0,0,No
100776,31,69.02,month-to-month,card,0,False,,0,No
100777,9,67.75,two-year,check,2,False,12.0,0,No
100778,20,47.44,one-year,card,2,False,,0,No
100779,61,62.38,month-to-month,card,0,False,1.0,0,No
100780,63,100.73,month-to-month,check,3,True,2.0,1,Yes
100781,46,49.85,one-year,check,1,True,10.0,0,No
100782,9,35.16,one-year,check,1,False,5.0,0,No
100783,9,93.56,one-year,paypal,2,False,6.0,0,No
100784,34,82.31,month-to-month,bank,0,False,6.0,0,No
100785,42,54.49,two-year,check,1,True,6.0,0,No
100786,3,30.45,one-year,bank,1,False,,0,No
100787,49,51.38,one-year,bank,0,False,9.0,0,No
100788,39,68.63,one-year,card,1,False,35.0,0,No
100789,1,99.14,two-year,paypal,1,True,6.0,1,Yes
100790,7,44.09,two-year,check,3,False,10.0,0,No
100791,33,67.89,one-year,check,1,True,17.0,0,No
100792,52,86.88,month-to-month,card,1,False,0.0,0,No
100793,59,15.0,month-to-month,card,3,True,1.0,0,No
100794,31,95.84,two-year,paypal,0,False,10.0,0,No
100795,21,40.44,one-year,check,2,True,,0,No
100796,69,78.3,month-to-month,card,1,True,4.0,0,No
100797,33,76.17,month-to-month,check,2,True,25.0,0,No
100798,23,97.11,two-year,paypal,4,False,26.0,1,Yes
100799,32,83.77,two-year,paypal,3,False,1.0,0,No
100800,1,15.0,two-year,bank,0,False,6.0,0,No
100801,22,50.38,month-to-month,bank,1,False,8.0,0,No
100802,37,73.46,one-year,paypal,0,True,20.0,0,No
100803,66,65.13,two-year,bank,2,True,18.0,0,No
100804,53,81.94,month-to-month,check,5,True,7.0,0,No
100805,56,89.73,month-to-month,paypal,3,False,6.0,1,Yes
100806,39,85.21,two-year,bank,2,False,5.0,0,No
100807,8,64.64,month-to-month,check,1,True,11.0,0,No
100808,28,23.84,one-year,bank,3,False,5.0,0,No
100809,71,58.61,one-year,check,1,False,,0,No
100810,4,80.41,one-year,card,1,False,6.0,0,No
100811,63,42.74,month-to-month,paypal,2,True,4.0,0,No
100812,49,85.78,one-year,check,1,False,25.0,0,No
100813,21,92.71,month-to-month,card,3,False,4.0,1,Yes
100814,56,73.17,two-year,check,3,False,,0,No
100815,60,15.0,month-to-month,bank,0,False,32.0,0,No
100816,4,38.05,one-year,paypal,2,True,24.0,0,No
100817,8,117.15,one-year,paypal,1,False,4.0,0,No
100818,48,56.34,month-to-month,bank,1,False,3.0,1,No
100819,71,20.4,month-to-month,check,5,False,5.0,0,No
100820,2,100.88,one-year,card,3,False,,0,No
100821,48,70.33,month-to-month,paypal,0,False,15.0,0,No
100822,10,97.62,month-to-month,check,2,True,0.0,1,Yes
100823,47,76.92,month-to-month,check,2,True,12.0,0,No
100824,45,81.46,two-year,check,2,False,,0,No
100825,7,79.08,one-year,bank,0,False,5.0,1,Yes
100826,49,87.44,month-to-month,check,2,False,3.0,0,No
100827,64,126.94,two-year,bank,0,True,2.0,0,No
100828,62,94.28,month-to-month,check,1,False,8.0,1,Yes
100829,3,30.49,month-to-month,card,1,False,,0,No
100830,18,81.17,month-to-month,card,1,False,6.0,0,No
100831,18,98.54,month-to-month,paypal,1,True,14.0,0,No
100832,33,100.07,month-to-month,check,0,True,8.0,1,Yes
100833,11,59.33,one-year,card,0,False,9.0,0,No
100834,61,99.12,month-to-month,card,0,False,3.0,0,No
100835,56,93.19,one-year,check,0,False,26.0,0,No
100836,58,134.31,month-to-month,card,2,False,25.0,0,No
100837,15,51.25,month-to-month,bank,0,True,7.0,1,Yes
100838,2,57.31,month-to-month,bank,5,False,7.0,1,Yes
100839,65,62.35,one-year,card,2,True,0.0,0,No
100840,21,57.74,one-year,bank,1,True,4.0,0,No
100841,47,47.75,month-to-month,bank,0,False,22.0,0,No
100842,65,15.0,month-to-month,card,1,True,19.0,0,No
100843,3,59.13,month-to-month,check,3,False,5.0,1,Yes
100844,1,79.23,two-year,bank,2,False,1.0,1,Yes
100845,1,57.67,month-to-month,card,1,True,,0,No
100846,12,118.38,one-year,card,2,True,3.0,1,Yes
100847,4,70.33,month-to-month,paypal,1,True,2.0,1,Yes
100848,59,102.28,month-to-month,card,0,False,33.0,0,No
100849,44,76.54,one-year,paypal,1,False,7.0,0,No
100850,70,90.66,month-to-month,card,0,False,17.0,0,No
100851,57,76.98,month-to-month,card,2,False,17.0,0,No
100852,69,104.22,two-year,check,1,False,23.0,0,No
100853,17,71.4,month-to-month,paypal,5,False,2.0,1,Yes
100854,21,82.4,month-to-month,card,0,False,5.0,0,No
100855,61,79.16,month-to-month,bank,3,False,1.0,0,No
100856,18,62.79,month-to-month,paypal,2,False,10.0,0,No
100857,5,80.12,one-year,card,1,True,37.0,0,No
100858,48,125.86,month-to-month,card,1,False,9.0,0,No
100859,57,63.24,two-year,bank,0,False,10.0,0,No
100860,69,80.49,one-year,paypal,1,True,15.0,0,No
100861,66,101.44,two-year,paypal,2,False,7.0,0,No
100862,9,98.51,two-year,check,2,True,6.0,0,No
100863,55,70.29,two-year,check,2,False,8.0,0,No
100864,61,15.0,one-year,card,2,False,3.0,0,No
100865,50,82.92,month-to-month,card,0,True,3.0,0,No
100866,59,15.0,month-to-month,paypal,3,False,6.0,0,No
100867,60,106.75,one-year,check,2,False,6.0,0,No
100868,32,74.24,month-to-month,card,2,False,14.0,0,No
100869,3,94.99,one-year,check,1,False,7.0,0,No
100870,33,47.45,month-to-month,check,1,False,24.0,0,No
100871,15,31.19,two-year,check,0,False,10.0,0,No
100872,9,76.52,month-to-month,paypal,0,False,17.0,0,No
100873,9,69.16,two-year,check,0,False,,1,Yes
100874,50,57.71,month-to-month,card,0,True,10.0,0,No
100875,36,72.12,month-to-month,paypal,1,True,35.0,0,No
100876,39,139.19,two-year,card,1,True,0.0,1,Yes
100877,53,90.86,two-year,check,1,False,8.0,0,No
100878,39,96.24,one-year,paypal,3,False,5.0,0,No
100879,45,91.1,two-year,card,2,False,1.0,0,No
100880,7,106.99,month-to-month,paypal,2,True,1.0,1,Yes
100881,61,65.25,two-year,paypal,2,False,9.0,0,No
100882,32,18.63,month-to-month,check,1,False,13.0,0,No
100883,12,65.29,month-to-month,bank,0,True,24.0,1,Yes
100884,58,90.29,month-to-month,card,0,False,17.0,0,No
100885,53,45.75,month-to-month,check,4,True,33.0,1,Yes
100886,4,65.59,one-year,card,1,False,0.0,0,No
100887,14,52.71,one-year,check,0,True,35.0,0,No
100888,2,107.55,month-to-month,card,2,False,,1,Yes
100889,20,88.74,two-year,bank,2,False,9.0,0,No
100890,8,86.29,month-to-month,check,3,False,4.0,1,Yes
100891,51,85.54,month-to-month,card,0,True,12.0,0,No
100892,38,69.07,one-year,paypal,4,True,30.0,0,No
100893,70,74.94,month-to-month,check,0,False,10.0,0,No
100894,54,40.37,month-to-month,card,1,True,3.0,0,No
100895,44,15.34,one-year,paypal,2,True,,0,No
100896,37,73.75,month-to-month,check,1,False,7.0,1,Yes
100897,4,78.1,month-to-month,paypal,1,False,4.0,1,Yes
100898,5,100.23,one-year,check,1,False,8.0,0,No
100899,44,109.28,month-to-month,check,0,True,6.0,0,No
100900,1,109.25,two-year,bank,0,False,3.0,1,Yes
100901,4,45.05,one-year,card,2,False,0.0,0,No
100902,16,61.19,month-to-month,card,1,True,2.0,0,No
100903,63,82.01,month-to-month,bank,1,True,20.0,0,No
100904,33,133.3,month-to-month,bank,1,True,6.0,1,Yes
100905,51,107.0,one-year,paypal,1,False,3.0,0,No
100906,30,97.98,month-to-month,check,1,True,,1,Yes
100907,13,60.31,two-year,bank,1,False,11.0,0,No
100908,27,47.92,month-to-month,check,2,True,,1,Yes
100909,7,89.72,one-year,check,0,True,3.0,1,Yes
100910,55,42.48,month-to-month,paypal,3,False,,0,No
100911,14,64.04,month-to-month,bank,1,False,3.0,0,No
100912,27,67.13,month-to-month,card,0,False,4.0,0,No
100913,70,109.82,one-year,card,2,False,5.0,0,No
100914,43,61.13,two-year,card,3,True,23.0,0,No
100915,33,15.0,month-to-month,check,3,False,8.0,0,No
100916,39,82.61,month-to-month,paypal,4,True,2.0,0,No
100917,56,52.52,month-to-month,check,2,False,5.0,0,No
100918,19,71.07,month-to-month,paypal,0,False,2.0,0,No
100919,46,67.83,two-year,check,2,False,5.0,1,No
100920,62,63.16,two-year,paypal,3,True,5.0,0,No
100921,41,89.76,two-year,bank,1,True,1.0,0,No
100922,32,31.68,month-to-month,bank,2,False,4.0,0,No
100923,11,57.07,month-to-month,paypal,1,False,11.0,0,No
100924,18,87.1,one-year,check,2,True,20.0,0,No
100925,68,54.65,month-to-month,bank,1,True,4.0,0,No
100926,39,29.78,one-year,paypal,2,True,6.0,0,No
100927,22,86.71,month-to-month,paypal,0,False,17.0,1,Yes
100928,30,98.08,month-to-month,bank,2,False,12.0,0,No
100929,42,68.88,two-year,check,2,False,,0,No
100930,39,20.98,month-to-month,bank,2,False,,0,No
100931,50,87.65,two-year,bank,2,False,1.0,0,No
100932,19,28.5,month-to-month,paypal,1,True,2.0,1,Yes
100933,47,77.72,month-to-month,check,2,True,5.0,0,No
100934,32,47.81,month-to-month,card,2,True,15.0,0,No
100935,67,41.0,month-to-month,check,0,False,17.0,0,No
100936,12,58.95,month-to-month,check,1,False,3.0,1,Yes
100937,11,65.42,month-to-month,check,2,True,2.0,0,No
100938,33,53.89,one-year,bank,4,False,19.0,0,No
100939,37,84.72,two-year,check,1,False,12.0,0,No
100940,50,58.85,month-to-month,paypal,1,False,1.0,0,No
100941,29,94.5,month-to-month,card,1,False,6.0,0,No
100942,65,77.03,month-to-month,check,0,False,9.0,0,No
100943,34,52.56,one-year,paypal,1,True,20.0,0,No
100944,10,48.35,one-year,bank,0,False,1.0,0,No
100945,9,28.81,month-to-month,bank,2,False,20.0,0,No
100946,70,77.27,month-to-month,card,2,False,2.0,0,No
100947,10,61.14,month-to-month,card,2,True,4.0,1,Yes
100948,68,15.0,month-to-month,bank,0,False,15.0,0,No
100949,20,56.61,month-to-month,paypal,2,True,37.0,0,No
100950,7,47.47,two-year,card,0,False,0.0,0,No
100951,22,109.39,month-to-month,card,1,False,,0,No
100952,44,27.43,month-to-month,paypal,6,True,3.0,0,No
100953,31,33.97,month-to-month,paypal,1,False,10.0,0,No
100954,56,97.75,one-year,card,1,False,5.0,0,No
100955,44,103.92,month-to-month,bank,0,False,9.0,0,No
100956,29,51.38,month-to-month,bank,1,False,,0,No
100957,46,54.2,month-to-month,bank,1,False,14.0,0,No
